Hourly measurement data supplied by UK-air on 16/01/2026,,,,,,,
All Data GMT hour ending,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,
Site Name,,Sheffield Barnsley Road,,Sheffield Devonshire Green,,Sheffield Tinsley,
Latitude,,53.40495,,53.378622,,53.41058,
Longitude,,-1.455815,,-1.478096,,-1.396139,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,
Local Authority,,Sheffield,,Sheffield,,Sheffield,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status,Nitrogen dioxide,Status
04/11/2024,22:00:00,35.61066,V ugm-3,26.35147,V ugm-3,21.65046,V ugm-3
04/11/2024,23:00:00,39.39235,V ugm-3,22.88359,V ugm-3,20.82565,V ugm-3
04/11/2024,24:00:00,36.84154,V ugm-3,30.00386,V ugm-3,19.48538,V ugm-3
05/11/2024,01:00:00,31.27345,V ugm-3,22.80898,V ugm-3,16.09013,V ugm-3
05/11/2024,02:00:00,19.84204,V ugm-3,16.45573,V ugm-3,11.00172,V ugm-3
05/11/2024,03:00:00,17.16572,V ugm-3,12.1606,V ugm-3,10.5204,V ugm-3
05/11/2024,04:00:00,16.10621,V ugm-3,11.97458,V ugm-3,8.30289,V ugm-3
05/11/2024,05:00:00,20.81293,V ugm-3,11.51386,V ugm-3,11.39718,V ugm-3
05/11/2024,06:00:00,24.76375,V ugm-3,17.71005,V ugm-3,17.94683,V ugm-3
05/11/2024,07:00:00,41.37496,V ugm-3,22.00728,V ugm-3,19.39091,V ugm-3
05/11/2024,08:00:00,52.5154,V ugm-3,27.39117,V ugm-3,29.75935,V ugm-3
05/11/2024,09:00:00,47.80637,V ugm-3,29.68694,V ugm-3,27.69738,V ugm-3
05/11/2024,10:00:00,33.23386,V ugm-3,28.20745,V ugm-3,26.25263,V ugm-3
05/11/2024,11:00:00,33.93395,V ugm-3,20.36971,V ugm-3,23.46744,V ugm-3
05/11/2024,12:00:00,31.81002,V ugm-3,16.67479,V ugm-3,17.226,V ugm-3
05/11/2024,13:00:00,32.38551,V ugm-3,16.72155,V ugm-3,20.78536,V ugm-3
05/11/2024,14:00:00,46.9221,V ugm-3,20.87352,V ugm-3,19.39197,V ugm-3
05/11/2024,15:00:00,38.89129,V ugm-3,21.29282,V ugm-3,23.36381,V ugm-3
05/11/2024,16:00:00,41.74919,V ugm-3,23.09976,V ugm-3,28.93319,V ugm-3
05/11/2024,17:00:00,45.10483,V ugm-3,26.92795,V ugm-3,33.05935,V ugm-3
05/11/2024,18:00:00,46.06223,V ugm-3,30.30125,V ugm-3,36.20582,V ugm-3
05/11/2024,19:00:00,57.06453,V ugm-3,30.34484,V ugm-3,35.744,V ugm-3
05/11/2024,20:00:00,61.5473,V ugm-3,28.70495,V ugm-3,37.909,V ugm-3
05/11/2024,21:00:00,53.78812,V ugm-3,29.76116,V ugm-3,35.32651,V ugm-3
05/11/2024,22:00:00,39.5285,V ugm-3,26.84959,V ugm-3,32.02655,V ugm-3
05/11/2024,23:00:00,31.22535,V ugm-3,25.18341,V ugm-3,27.17961,V ugm-3
05/11/2024,24:00:00,36.60876,V ugm-3,27.80297,V ugm-3,26.71523,V ugm-3
06/11/2024,01:00:00,36.39865,V ugm-3,25.94917,V ugm-3,26.00663,V ugm-3
06/11/2024,02:00:00,26.35508,V ugm-3,24.23489,V ugm-3,24.55935,V ugm-3
06/11/2024,03:00:00,27.01607,V ugm-3,23.38722,V ugm-3,25.07648,V ugm-3
06/11/2024,04:00:00,29.16949,V ugm-3,21.81856,V ugm-3,23.52777,V ugm-3
06/11/2024,05:00:00,28.54159,V ugm-3,21.40846,V ugm-3,23.16959,V ugm-3
06/11/2024,06:00:00,37.78808,V ugm-3,22.55631,V ugm-3,25.60265,V ugm-3
06/11/2024,07:00:00,47.32374,V ugm-3,27.46632,V ugm-3,27.2115,V ugm-3
06/11/2024,08:00:00,66.33266,V ugm-3,32.6653,V ugm-3,28.97839,V ugm-3
06/11/2024,09:00:00,57.83344,V ugm-3,43.19798,V ugm-3,32.05216,V ugm-3
06/11/2024,10:00:00,45.93343,V ugm-3,53.66615,V ugm-3,34.5611,V ugm-3
06/11/2024,11:00:00,50.00306,V ugm-3,36.62174,V ugm-3,35.67873,V ugm-3
06/11/2024,12:00:00,37.52849,V ugm-3,24.7991,V ugm-3,27.50283,V ugm-3
06/11/2024,13:00:00,38.14814,V ugm-3,14.94355,V ugm-3,26.00599,V ugm-3
06/11/2024,14:00:00,39.89755,V ugm-3,30.98649,V ugm-3,26.62527,V ugm-3
06/11/2024,15:00:00,34.03466,V ugm-3,20.75236,V ugm-3,28.48194,V ugm-3
06/11/2024,16:00:00,37.85272,V ugm-3,21.4022,V ugm-3,31.16474,V ugm-3
06/11/2024,17:00:00,42.3197,V ugm-3,21.03185,V ugm-3,29.77116,V ugm-3
06/11/2024,18:00:00,45.54077,V ugm-3,23.52771,V ugm-3,24.92025,V ugm-3
06/11/2024,19:00:00,38.99639,V ugm-3,22.23312,V ugm-3,26.15872,V ugm-3
06/11/2024,20:00:00,42.80664,V ugm-3,26.11755,V ugm-3,27.91219,V ugm-3
06/11/2024,21:00:00,37.95356,V ugm-3,24.41005,V ugm-3,22.39133,V ugm-3
06/11/2024,22:00:00,35.09118,V ugm-3,25.33034,V ugm-3,23.99079,V ugm-3
06/11/2024,23:00:00,38.58193,V ugm-3,24.77728,V ugm-3,20.84321,V ugm-3
06/11/2024,24:00:00,24.58094,V ugm-3,14.02738,V ugm-3,11.96942,V ugm-3
07/11/2024,01:00:00,14.40562,V ugm-3,9.82616,V ugm-3,8.80898,V ugm-3
07/11/2024,02:00:00,10.97727,V ugm-3,9.15131,V ugm-3,6.19383,V ugm-3
07/11/2024,03:00:00,8.81521,V ugm-3,8.89015,V ugm-3,4.74857,V ugm-3
07/11/2024,04:00:00,8.7219,V ugm-3,7.96842,V ugm-3,4.85194,V ugm-3
07/11/2024,05:00:00,10.52727,V ugm-3,9.07531,V ugm-3,7.94897,V ugm-3
07/11/2024,06:00:00,18.67128,V ugm-3,9.72084,V ugm-3,10.58211,V ugm-3
07/11/2024,07:00:00,27.26057,V ugm-3,13.67957,V ugm-3,20.13468,V ugm-3
07/11/2024,08:00:00,34.51764,V ugm-3,22.4634,V ugm-3,24.57598,V ugm-3
07/11/2024,09:00:00,53.35601,V ugm-3,25.91957,V ugm-3,23.69515,V ugm-3
07/11/2024,10:00:00,55.12828,V ugm-3,24.49153,V ugm-3,23.95429,V ugm-3
07/11/2024,11:00:00,34.37655,V ugm-3,23.57289,V ugm-3,25.0386,V ugm-3
07/11/2024,12:00:00,48.66821,V ugm-3,24.77049,V ugm-3,27.10449,V ugm-3
07/11/2024,13:00:00,51.24035,V ugm-3,30.47368,V ugm-3,26.79247,V ugm-3
07/11/2024,14:00:00,38.51194,V ugm-3,32.03964,V ugm-3,27.61679,V ugm-3
07/11/2024,15:00:00,39.33394,V ugm-3,30.73882,V ugm-3,25.08669,V ugm-3
07/11/2024,16:00:00,29.72634,V ugm-3,34.14434,V ugm-3,20.28558,V ugm-3
07/11/2024,17:00:00,36.02353,V ugm-3,28.77075,V ugm-3,22.0921,V ugm-3
07/11/2024,18:00:00,22.35866,V ugm-3,34.61512,V ugm-3,20.2333,V ugm-3
07/11/2024,19:00:00,31.39211,V ugm-3,29.73142,V ugm-3,17.39471,V ugm-3
07/11/2024,20:00:00,35.40904,V ugm-3,29.04207,V ugm-3,16.98136,V ugm-3
07/11/2024,21:00:00,30.94595,V ugm-3,26.25193,V ugm-3,24.05257,V ugm-3
07/11/2024,22:00:00,35.22031,V ugm-3,29.61397,V ugm-3,17.65266,V ugm-3
07/11/2024,23:00:00,32.33727,V ugm-3,24.635,V ugm-3,15.94906,V ugm-3
07/11/2024,24:00:00,29.43954,V ugm-3,22.38163,V ugm-3,16.25841,V ugm-3
08/11/2024,01:00:00,26.16894,V ugm-3,21.88507,V ugm-3,No data,V ugm-3
08/11/2024,02:00:00,23.17597,V ugm-3,20.53396,V ugm-3,15.76632,V ugm-3
08/11/2024,03:00:00,19.79854,V ugm-3,18.34461,V ugm-3,13.16738,V ugm-3
08/11/2024,04:00:00,17.33699,V ugm-3,16.00364,V ugm-3,11.66979,V ugm-3
08/11/2024,05:00:00,17.39034,V ugm-3,14.62405,V ugm-3,11.97984,V ugm-3
08/11/2024,06:00:00,29.89577,V ugm-3,16.32549,V ugm-3,13.47748,V ugm-3
08/11/2024,07:00:00,32.53045,V ugm-3,19.35891,V ugm-3,13.42609,V ugm-3
08/11/2024,08:00:00,45.3267,V ugm-3,24.17452,V ugm-3,16.62931,V ugm-3
08/11/2024,09:00:00,39.64596,V ugm-3,25.21507,V ugm-3,17.40485,V ugm-3
08/11/2024,10:00:00,46.80253,V ugm-3,26.2284,V ugm-3,16.475,V ugm-3
08/11/2024,11:00:00,36.64278,V ugm-3,27.8335,V ugm-3,18.59273,V ugm-3
08/11/2024,12:00:00,39.86356,V ugm-3,26.54897,V ugm-3,18.07556,V ugm-3
08/11/2024,13:00:00,53.10651,V ugm-3,30.59363,V ugm-3,19.62542,V ugm-3
08/11/2024,14:00:00,40.97062,V ugm-3,32.20532,V ugm-3,27.11566,V ugm-3
08/11/2024,15:00:00,51.32653,V ugm-3,41.43008,V ugm-3,24.58358,V ugm-3
08/11/2024,16:00:00,44.14354,V ugm-3,31.29523,V ugm-3,25.61378,V ugm-3
08/11/2024,17:00:00,38.42618,V ugm-3,36.65549,V ugm-3,27.21483,V ugm-3
08/11/2024,18:00:00,41.64433,V ugm-3,33.74379,V ugm-3,28.81505,V ugm-3
08/11/2024,19:00:00,45.40438,V ugm-3,34.54966,V ugm-3,31.2426,V ugm-3
08/11/2024,20:00:00,40.03199,V ugm-3,26.76205,V ugm-3,28.24605,V ugm-3
08/11/2024,21:00:00,34.03557,V ugm-3,26.85486,V ugm-3,23.03055,V ugm-3
08/11/2024,22:00:00,33.89618,V ugm-3,25.29287,V ugm-3,18.74471,V ugm-3
08/11/2024,23:00:00,37.75273,V ugm-3,20.46457,V ugm-3,18.17644,V ugm-3
08/11/2024,24:00:00,25.12307,V ugm-3,16.83039,V ugm-3,13.21911,V ugm-3
09/11/2024,01:00:00,28.82753,V ugm-3,13.58663,V ugm-3,12.67385,V ugm-3
09/11/2024,02:00:00,20.44244,V ugm-3,13.57965,V ugm-3,11.70888,V ugm-3
09/11/2024,03:00:00,15.95105,V ugm-3,20.00023,V ugm-3,11.67463,V ugm-3
09/11/2024,04:00:00,14.33592,V ugm-3,19.17275,V ugm-3,10.48636,V ugm-3
09/11/2024,05:00:00,19.52264,V ugm-3,13.12729,V ugm-3,11.72652,V ugm-3
09/11/2024,06:00:00,27.80599,V ugm-3,12.48666,V ugm-3,21.28411,V ugm-3
09/11/2024,07:00:00,44.61448,V ugm-3,14.91968,V ugm-3,19.57868,V ugm-3
09/11/2024,08:00:00,35.44606,V ugm-3,17.76564,V ugm-3,26.29653,V ugm-3
09/11/2024,09:00:00,42.5907,V ugm-3,17.99348,V ugm-3,25.36745,V ugm-3
09/11/2024,10:00:00,44.16462,V ugm-3,15.96976,V ugm-3,22.5784,V ugm-3
09/11/2024,11:00:00,48.37584,V ugm-3,20.32625,V ugm-3,23.35445,V ugm-3
09/11/2024,12:00:00,38.11629,V ugm-3,18.94332,V ugm-3,22.63223,V ugm-3
09/11/2024,13:00:00,48.89722,V ugm-3,18.75473,V ugm-3,20.04769,V ugm-3
09/11/2024,14:00:00,40.12496,V ugm-3,16.14455,V ugm-3,26.19932,V ugm-3
09/11/2024,15:00:00,35.62486,V ugm-3,21.41797,V ugm-3,25.52526,V ugm-3
09/11/2024,16:00:00,47.21492,V ugm-3,21.18806,V ugm-3,30.28206,V ugm-3
09/11/2024,17:00:00,51.43223,V ugm-3,22.52286,V ugm-3,33.89911,V ugm-3
09/11/2024,18:00:00,45.36029,V ugm-3,31.3317,V ugm-3,35.60441,V ugm-3
09/11/2024,19:00:00,55.87802,V ugm-3,28.12246,V ugm-3,34.61993,V ugm-3
09/11/2024,20:00:00,47.13765,V ugm-3,24.81716,V ugm-3,29.39763,V ugm-3
09/11/2024,21:00:00,35.02398,V ugm-3,22.06209,V ugm-3,23.35294,V ugm-3
09/11/2024,22:00:00,29.25916,V ugm-3,20.36297,V ugm-3,15.75676,V ugm-3
09/11/2024,23:00:00,29.03733,V ugm-3,21.05745,V ugm-3,11.3653,V ugm-3
09/11/2024,24:00:00,39.76358,V ugm-3,22.66347,V ugm-3,12.13989,V ugm-3
10/11/2024,01:00:00,40.8033,V ugm-3,22.66171,V ugm-3,15.91755,V ugm-3
10/11/2024,02:00:00,32.84384,V ugm-3,25.25649,V ugm-3,18.67357,V ugm-3
10/11/2024,03:00:00,23.20329,V ugm-3,22.00648,V ugm-3,20.25834,V ugm-3
10/11/2024,04:00:00,18.12412,V ugm-3,19.79675,V ugm-3,22.84228,V ugm-3
10/11/2024,05:00:00,20.97773,V ugm-3,17.21793,V ugm-3,19.12202,V ugm-3
10/11/2024,06:00:00,23.7336,V ugm-3,21.39694,V ugm-3,17.83023,V ugm-3
10/11/2024,07:00:00,31.13045,V ugm-3,22.03658,V ugm-3,19.58798,V ugm-3
10/11/2024,08:00:00,39.22556,V ugm-3,24.28133,V ugm-3,22.74569,V ugm-3
10/11/2024,09:00:00,37.47293,V ugm-3,24.40347,V ugm-3,22.5916,V ugm-3
10/11/2024,10:00:00,38.8295,V ugm-3,25.88572,V ugm-3,21.93038,V ugm-3
10/11/2024,11:00:00,42.74277,V ugm-3,28.10399,V ugm-3,21.46809,V ugm-3
10/11/2024,12:00:00,36.44855,V ugm-3,21.59514,V ugm-3,19.81802,V ugm-3
10/11/2024,13:00:00,42.43757,V ugm-3,17.0161,V ugm-3,23.84546,V ugm-3
10/11/2024,14:00:00,22.9366,V ugm-3,15.96851,V ugm-3,20.01479,V ugm-3
10/11/2024,15:00:00,40.54363,V ugm-3,21.96504,V ugm-3,23.01085,V ugm-3
10/11/2024,16:00:00,43.01505,V ugm-3,17.66216,V ugm-3,29.93826,V ugm-3
10/11/2024,17:00:00,38.50892,V ugm-3,17.17445,V ugm-3,36.56059,V ugm-3
10/11/2024,18:00:00,48.08187,V ugm-3,15.34455,V ugm-3,42.81605,V ugm-3
10/11/2024,19:00:00,54.84736,V ugm-3,15.93741,V ugm-3,41.98475,V ugm-3
10/11/2024,20:00:00,62.8021,V ugm-3,36.29874,V ugm-3,47.259,V ugm-3
10/11/2024,21:00:00,27.67641,V ugm-3,19.32769,V ugm-3,30.23839,V ugm-3
10/11/2024,22:00:00,29.98101,V ugm-3,10.99474,V ugm-3,18.14059,V ugm-3
10/11/2024,23:00:00,15.73564,V ugm-3,10.03428,V ugm-3,11.06001,V ugm-3
10/11/2024,24:00:00,28.79578,V ugm-3,7.69692,V ugm-3,11.88641,V ugm-3
11/11/2024,01:00:00,9.87142,V ugm-3,12.9248,V ugm-3,7.58326,V ugm-3
11/11/2024,02:00:00,9.30307,V ugm-3,5.00007,V ugm-3,6.68726,V ugm-3
11/11/2024,03:00:00,8.19337,V ugm-3,7.08805,V ugm-3,9.92733,V ugm-3
11/11/2024,04:00:00,9.2674,V ugm-3,6.90444,V ugm-3,11.94324,V ugm-3
11/11/2024,05:00:00,6.85503,V ugm-3,4.80198,V ugm-3,19.38961,V ugm-3
11/11/2024,06:00:00,24.70599,V ugm-3,10.15434,V ugm-3,35.52538,V ugm-3
11/11/2024,07:00:00,43.82036,V ugm-3,17.42663,V ugm-3,49.71292,V ugm-3
11/11/2024,08:00:00,40.90767,V ugm-3,28.08127,V ugm-3,57.9684,V ugm-3
11/11/2024,09:00:00,72.62736,V ugm-3,26.47308,V ugm-3,52.00155,V ugm-3
11/11/2024,10:00:00,54.3173,V ugm-3,18.0552,V ugm-3,36.15999,V ugm-3
11/11/2024,11:00:00,36.02958,V ugm-3,13.20716,V ugm-3,17.69125,V ugm-3
11/11/2024,12:00:00,43.4475,V ugm-3,10.05247,V ugm-3,13.50023,V ugm-3
11/11/2024,13:00:00,55.73888,V ugm-3,13.62138,V ugm-3,16.13803,V ugm-3
11/11/2024,14:00:00,64.8352,V ugm-3,15.40236,V ugm-3,15.20645,V ugm-3
11/11/2024,15:00:00,42.15124,V ugm-3,13.98862,V ugm-3,21.61927,V ugm-3
11/11/2024,16:00:00,57.54214,V ugm-3,19.3889,V ugm-3,42.72472,V ugm-3
11/11/2024,17:00:00,72.47885,V ugm-3,29.58729,V ugm-3,62.00399,V ugm-3
11/11/2024,18:00:00,68.00953,V ugm-3,25.97479,V ugm-3,64.82533,V ugm-3
11/11/2024,19:00:00,69.38928,V ugm-3,32.37382,V ugm-3,57.48479,V ugm-3
11/11/2024,20:00:00,56.60685,V ugm-3,36.39527,V ugm-3,49.64072,V ugm-3
11/11/2024,21:00:00,41.41588,V ugm-3,22.50187,V ugm-3,34.80545,V ugm-3
11/11/2024,22:00:00,38.02706,V ugm-3,22.63911,V ugm-3,20.31944,V ugm-3
11/11/2024,23:00:00,37.58225,V ugm-3,17.10561,V ugm-3,21.61399,V ugm-3
11/11/2024,24:00:00,23.68869,V ugm-3,14.17843,V ugm-3,12.71864,V ugm-3
12/11/2024,01:00:00,16.4775,V ugm-3,11.07853,V ugm-3,10.96557,V ugm-3
12/11/2024,02:00:00,9.88217,V ugm-3,13.07108,V ugm-3,14.27592,V ugm-3
12/11/2024,03:00:00,9.83156,V ugm-3,14.40891,V ugm-3,21.36158,V ugm-3
12/11/2024,04:00:00,10.03143,V ugm-3,11.14074,V ugm-3,12.67211,V ugm-3
12/11/2024,05:00:00,10.32546,V ugm-3,9.77048,V ugm-3,13.03473,V ugm-3
12/11/2024,06:00:00,18.70779,V ugm-3,13.78855,V ugm-3,17.79403,V ugm-3
12/11/2024,07:00:00,42.09959,V ugm-3,13.37695,V ugm-3,32.18692,V ugm-3
12/11/2024,08:00:00,42.46703,V ugm-3,18.16934,V ugm-3,28.50583,V ugm-3
12/11/2024,09:00:00,41.89698,V ugm-3,25.51331,V ugm-3,25.91972,V ugm-3
12/11/2024,10:00:00,42.49098,V ugm-3,25.41739,V ugm-3,25.56226,V ugm-3
12/11/2024,11:00:00,42.50822,V ugm-3,23.17629,V ugm-3,21.94308,V ugm-3
12/11/2024,12:00:00,40.16483,V ugm-3,23.80949,V ugm-3,18.06292,V ugm-3
12/11/2024,13:00:00,48.404,V ugm-3,24.26919,V ugm-3,16.09422,V ugm-3
12/11/2024,14:00:00,42.59974,V ugm-3,26.7374,V ugm-3,15.2647,V ugm-3
12/11/2024,15:00:00,36.3568,V ugm-3,21.72418,V ugm-3,15.62588,V ugm-3
12/11/2024,16:00:00,40.70426,V ugm-3,25.78929,V ugm-3,20.48929,V ugm-3
12/11/2024,17:00:00,66.70072,V ugm-3,44.36319,V ugm-3,24.8316,V ugm-3
12/11/2024,18:00:00,57.72967,V ugm-3,43.54519,V ugm-3,31.76744,V ugm-3
12/11/2024,19:00:00,59.10794,V ugm-3,46.3248,V ugm-3,33.0574,V ugm-3
12/11/2024,20:00:00,60.92568,V ugm-3,45.04648,V ugm-3,34.81198,V ugm-3
12/11/2024,21:00:00,57.4194,V ugm-3,45.27756,V ugm-3,36.47198,V ugm-3
12/11/2024,22:00:00,50.26776,V ugm-3,38.20391,V ugm-3,40.81362,V ugm-3
12/11/2024,23:00:00,38.11902,V ugm-3,26.97994,V ugm-3,41.70429,V ugm-3
12/11/2024,24:00:00,42.30039,V ugm-3,22.27828,V ugm-3,36.67352,V ugm-3
13/11/2024,01:00:00,40.0834,V ugm-3,19.50434,V ugm-3,30.08329,V ugm-3
13/11/2024,02:00:00,25.23754,V ugm-3,14.21717,V ugm-3,24.49348,V ugm-3
13/11/2024,03:00:00,23.00908,V ugm-3,26.83469,V ugm-3,31.9895,V ugm-3
13/11/2024,04:00:00,12.49746,V ugm-3,23.09405,V ugm-3,26.81982,V ugm-3
13/11/2024,05:00:00,12.14334,V ugm-3,18.62909,V ugm-3,35.74387,V ugm-3
13/11/2024,06:00:00,39.24604,V ugm-3,21.54294,V ugm-3,40.28527,V ugm-3
13/11/2024,07:00:00,54.12466,V ugm-3,32.46045,V ugm-3,39.75075,V ugm-3
13/11/2024,08:00:00,60.96464,V ugm-3,39.94386,V ugm-3,35.33336,V ugm-3
13/11/2024,09:00:00,57.17481,V ugm-3,50.91617,V ugm-3,37.53922,V ugm-3
13/11/2024,10:00:00,63.29171,V ugm-3,55.26397,V ugm-3,50.13383,V ugm-3
13/11/2024,11:00:00,No data,V ugm-3,57.39419,V ugm-3,56.41841,V ugm-3
13/11/2024,12:00:00,No data,V ugm-3,53.88296,V ugm-3,55.54415,V ugm-3
13/11/2024,13:00:00,41.75387,V ugm-3,13.93247,V ugm-3,36.39834,V ugm-3
13/11/2024,14:00:00,49.65056,V ugm-3,15.25491,V ugm-3,No data,V ugm-3
13/11/2024,15:00:00,53.39468,V ugm-3,17.84924,V ugm-3,24.64336,V ugm-3
13/11/2024,16:00:00,59.62379,V ugm-3,25.05221,V ugm-3,47.53178,V ugm-3
13/11/2024,17:00:00,52.27886,V ugm-3,30.51616,V ugm-3,54.03263,V ugm-3
13/11/2024,18:00:00,49.79207,V ugm-3,31.93068,V ugm-3,56.55332,V ugm-3
13/11/2024,19:00:00,49.87805,V ugm-3,43.84099,V ugm-3,62.12603,V ugm-3
13/11/2024,20:00:00,49.34708,V ugm-3,39.83728,V ugm-3,53.49148,V ugm-3
13/11/2024,21:00:00,43.8387,V ugm-3,20.72219,V ugm-3,43.4413,V ugm-3
13/11/2024,22:00:00,34.33588,V ugm-3,34.11991,V ugm-3,37.28019,V ugm-3
13/11/2024,23:00:00,30.49409,V ugm-3,13.34942,V ugm-3,16.30044,V ugm-3
13/11/2024,24:00:00,20.73287,V ugm-3,7.38001,V ugm-3,9.57242,V ugm-3
14/11/2024,01:00:00,18.27881,V ugm-3,6.42719,V ugm-3,No data,V ugm-3
14/11/2024,02:00:00,6.79597,V ugm-3,7.88248,V ugm-3,5.52156,V ugm-3
14/11/2024,03:00:00,7.23232,V ugm-3,8.14044,V ugm-3,10.1451,V ugm-3
14/11/2024,04:00:00,8.76741,V ugm-3,9.41464,V ugm-3,4.62386,V ugm-3
14/11/2024,05:00:00,16.43128,V ugm-3,9.41434,V ugm-3,8.17872,V ugm-3
14/11/2024,06:00:00,24.60225,V ugm-3,10.91542,V ugm-3,13.56441,V ugm-3
14/11/2024,07:00:00,37.10469,V ugm-3,18.23842,V ugm-3,18.64317,V ugm-3
14/11/2024,08:00:00,52.61003,V ugm-3,34.0994,V ugm-3,31.23003,V ugm-3
14/11/2024,09:00:00,68.35526,V ugm-3,39.3979,V ugm-3,30.36501,V ugm-3
14/11/2024,10:00:00,61.56959,V ugm-3,29.71952,V ugm-3,18.23113,V ugm-3
14/11/2024,11:00:00,32.6506,V ugm-3,17.45112,V ugm-3,12.37844,V ugm-3
14/11/2024,12:00:00,33.4199,V ugm-3,11.86325,V ugm-3,9.73772,V ugm-3
14/11/2024,13:00:00,36.34216,V ugm-3,13.59152,V ugm-3,11.80783,V ugm-3
14/11/2024,14:00:00,32.58722,V ugm-3,13.45861,V ugm-3,12.47962,V ugm-3
14/11/2024,15:00:00,51.32862,V ugm-3,16.00596,V ugm-3,15.32684,V ugm-3
14/11/2024,16:00:00,34.40115,V ugm-3,18.64744,V ugm-3,15.99725,V ugm-3
14/11/2024,17:00:00,68.11421,V ugm-3,30.01738,V ugm-3,28.3793,V ugm-3
14/11/2024,18:00:00,93.71332,V ugm-3,63.25246,V ugm-3,62.35353,V ugm-3
14/11/2024,19:00:00,68.50251,V ugm-3,57.0519,V ugm-3,74.38901,V ugm-3
14/11/2024,20:00:00,64.04328,V ugm-3,51.00722,V ugm-3,65.03169,V ugm-3
14/11/2024,21:00:00,64.38326,V ugm-3,46.72346,V ugm-3,55.00548,V ugm-3
14/11/2024,22:00:00,45.90923,V ugm-3,43.41041,V ugm-3,48.64725,V ugm-3
14/11/2024,23:00:00,44.12894,V ugm-3,40.76775,V ugm-3,39.49834,V ugm-3
14/11/2024,24:00:00,47.80411,V ugm-3,34.94697,V ugm-3,30.2355,V ugm-3
15/11/2024,01:00:00,39.74248,V ugm-3,30.39112,V ugm-3,31.04467,V ugm-3
15/11/2024,02:00:00,32.41484,V ugm-3,30.81633,V ugm-3,29.69986,V ugm-3
15/11/2024,03:00:00,32.38176,V ugm-3,29.90847,V ugm-3,29.19587,V ugm-3
15/11/2024,04:00:00,24.92046,V ugm-3,28.47936,V ugm-3,24.07879,V ugm-3
15/11/2024,05:00:00,25.96773,V ugm-3,26.09501,V ugm-3,26.35456,V ugm-3
15/11/2024,06:00:00,31.72868,V ugm-3,25.50599,V ugm-3,27.57185,V ugm-3
15/11/2024,07:00:00,44.87038,V ugm-3,32.11047,V ugm-3,29.39062,V ugm-3
15/11/2024,08:00:00,53.07416,V ugm-3,47.02554,V ugm-3,29.81823,V ugm-3
15/11/2024,09:00:00,52.30421,V ugm-3,31.82876,V ugm-3,43.3403,V ugm-3
15/11/2024,10:00:00,53.65344,V ugm-3,21.04081,V ugm-3,46.10778,V ugm-3
15/11/2024,11:00:00,37.04573,V ugm-3,18.5887,V ugm-3,36.59268,V ugm-3
15/11/2024,12:00:00,33.22876,V ugm-3,19.99765,V ugm-3,39.48735,V ugm-3
15/11/2024,13:00:00,32.84719,V ugm-3,20.59168,V ugm-3,30.73265,V ugm-3
15/11/2024,14:00:00,35.74444,V ugm-3,21.45701,V ugm-3,29.4869,V ugm-3
15/11/2024,15:00:00,37.7729,V ugm-3,20.91545,V ugm-3,33.73144,V ugm-3
15/11/2024,16:00:00,40.92691,V ugm-3,16.56073,V ugm-3,28.80666,V ugm-3
15/11/2024,17:00:00,45.08295,V ugm-3,23.00838,V ugm-3,36.20869,V ugm-3
15/11/2024,18:00:00,44.1804,V ugm-3,22.01446,V ugm-3,37.61019,V ugm-3
15/11/2024,19:00:00,42.96767,V ugm-3,22.32455,V ugm-3,34.33933,V ugm-3
15/11/2024,20:00:00,35.49873,V ugm-3,22.1354,V ugm-3,27.6014,V ugm-3
15/11/2024,21:00:00,39.16625,V ugm-3,19.56014,V ugm-3,28.94742,V ugm-3
15/11/2024,22:00:00,24.17893,V ugm-3,20.14976,V ugm-3,23.04357,V ugm-3
15/11/2024,23:00:00,39.07583,V ugm-3,16.9981,V ugm-3,33.452,V ugm-3
15/11/2024,24:00:00,20.13035,V ugm-3,13.70521,V ugm-3,26.45867,V ugm-3
16/11/2024,01:00:00,12.39582,V ugm-3,14.6165,V ugm-3,11.04992,V ugm-3
16/11/2024,02:00:00,7.77331,V ugm-3,7.00123,V ugm-3,6.49221,V ugm-3
16/11/2024,03:00:00,7.81807,V ugm-3,7.06201,V ugm-3,5.49096,V ugm-3
16/11/2024,04:00:00,9.7699,V ugm-3,6.83798,V ugm-3,7.25132,V ugm-3
16/11/2024,05:00:00,5.86438,V ugm-3,5.66337,V ugm-3,9.58263,V ugm-3
16/11/2024,06:00:00,9.97497,V ugm-3,6.16111,V ugm-3,14.60799,V ugm-3
16/11/2024,07:00:00,15.33876,V ugm-3,5.61804,V ugm-3,7.92512,V ugm-3
16/11/2024,08:00:00,19.4996,V ugm-3,6.74819,V ugm-3,16.16244,V ugm-3
16/11/2024,09:00:00,19.24563,V ugm-3,7.33978,V ugm-3,12.89984,V ugm-3
16/11/2024,10:00:00,33.69872,V ugm-3,13.59052,V ugm-3,18.03015,V ugm-3
16/11/2024,11:00:00,26.02074,V ugm-3,8.96897,V ugm-3,16.26969,V ugm-3
