Hourly measurement data supplied by UK-air on 16/01/2026,,,,,,,
All Data GMT hour ending,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,
Site Name,,Sheffield Barnsley Road,,Sheffield Devonshire Green,,Sheffield Tinsley,
Latitude,,53.40495,,53.378622,,53.41058,
Longitude,,-1.455815,,-1.478096,,-1.396139,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,
Local Authority,,Sheffield,,Sheffield,,Sheffield,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status,Nitrogen dioxide,Status
24/10/2024,07:00:00,37.23645,V ugm-3,16.97979,V ugm-3,26.3009,V ugm-3
24/10/2024,08:00:00,41.75368,V ugm-3,18.89371,V ugm-3,23.99826,V ugm-3
24/10/2024,09:00:00,32.22941,V ugm-3,20.43439,V ugm-3,20.81703,V ugm-3
24/10/2024,10:00:00,35.02322,V ugm-3,21.92023,V ugm-3,17.07363,V ugm-3
24/10/2024,11:00:00,35.28068,V ugm-3,18.74082,V ugm-3,18.60671,V ugm-3
24/10/2024,12:00:00,32.0938,V ugm-3,18.83672,V ugm-3,15.83812,V ugm-3
24/10/2024,13:00:00,40.88196,V ugm-3,21.40365,V ugm-3,14.14733,V ugm-3
24/10/2024,14:00:00,33.68033,V ugm-3,23.54449,V ugm-3,14.4049,V ugm-3
24/10/2024,15:00:00,31.84088,V ugm-3,26.35971,V ugm-3,17.27938,V ugm-3
24/10/2024,16:00:00,40.32133,V ugm-3,32.86928,V ugm-3,23.43985,V ugm-3
24/10/2024,17:00:00,49.19291,V ugm-3,43.81191,V ugm-3,31.7533,V ugm-3
24/10/2024,18:00:00,55.37937,V ugm-3,42.88633,V ugm-3,33.19406,V ugm-3
24/10/2024,19:00:00,61.85907,V ugm-3,43.81076,V ugm-3,29.85965,V ugm-3
24/10/2024,20:00:00,59.02208,V ugm-3,46.63037,V ugm-3,35.24454,V ugm-3
24/10/2024,21:00:00,41.49197,V ugm-3,49.93527,V ugm-3,27.90866,V ugm-3
24/10/2024,22:00:00,40.73016,V ugm-3,41.93373,V ugm-3,20.5226,V ugm-3
24/10/2024,23:00:00,36.44383,V ugm-3,25.15252,V ugm-3,13.69972,V ugm-3
24/10/2024,24:00:00,27.28118,V ugm-3,19.45774,V ugm-3,15.0332,V ugm-3
25/10/2024,01:00:00,29.10411,V ugm-3,18.77863,V ugm-3,16.42509,V ugm-3
25/10/2024,02:00:00,17.36271,V ugm-3,13.58461,V ugm-3,11.29218,V ugm-3
25/10/2024,03:00:00,19.43743,V ugm-3,14.55003,V ugm-3,10.00926,V ugm-3
25/10/2024,04:00:00,23.82366,V ugm-3,16.14413,V ugm-3,10.16246,V ugm-3
25/10/2024,05:00:00,25.78089,V ugm-3,25.87273,V ugm-3,12.6761,V ugm-3
25/10/2024,06:00:00,33.21155,V ugm-3,24.56332,V ugm-3,13.96024,V ugm-3
25/10/2024,07:00:00,37.38817,V ugm-3,30.47326,V ugm-3,15.54679,V ugm-3
25/10/2024,08:00:00,36.62102,V ugm-3,30.9425,V ugm-3,20.60887,V ugm-3
25/10/2024,09:00:00,28.93456,V ugm-3,28.8233,V ugm-3,17.5374,V ugm-3
25/10/2024,10:00:00,37.5987,V ugm-3,27.02555,V ugm-3,14.40662,V ugm-3
25/10/2024,11:00:00,38.91715,V ugm-3,26.4976,V ugm-3,15.01202,V ugm-3
25/10/2024,12:00:00,37.87684,V ugm-3,25.5408,V ugm-3,14.45488,V ugm-3
25/10/2024,13:00:00,34.29924,V ugm-3,22.10441,V ugm-3,13.84093,V ugm-3
25/10/2024,14:00:00,34.53194,V ugm-3,23.36567,V ugm-3,16.09379,V ugm-3
25/10/2024,15:00:00,35.4867,V ugm-3,30.50365,V ugm-3,16.51187,V ugm-3
25/10/2024,16:00:00,35.8784,V ugm-3,34.84495,V ugm-3,20.00256,V ugm-3
25/10/2024,17:00:00,40.34299,V ugm-3,37.37687,V ugm-3,23.43929,V ugm-3
25/10/2024,18:00:00,37.04589,V ugm-3,33.20263,V ugm-3,24.00556,V ugm-3
25/10/2024,19:00:00,45.59081,V ugm-3,33.25362,V ugm-3,25.80246,V ugm-3
25/10/2024,20:00:00,38.56514,V ugm-3,32.36496,V ugm-3,24.30991,V ugm-3
25/10/2024,21:00:00,38.47908,V ugm-3,37.83512,V ugm-3,23.74649,V ugm-3
25/10/2024,22:00:00,39.99655,V ugm-3,37.00992,V ugm-3,24.35212,V ugm-3
25/10/2024,23:00:00,33.72247,V ugm-3,40.51282,V ugm-3,23.45266,V ugm-3
25/10/2024,24:00:00,43.82828,V ugm-3,39.79641,V ugm-3,29.60621,V ugm-3
26/10/2024,01:00:00,35.94204,V ugm-3,40.28906,V ugm-3,23.20746,V ugm-3
26/10/2024,02:00:00,27.36719,V ugm-3,24.18871,V ugm-3,20.60806,V ugm-3
26/10/2024,03:00:00,18.50981,V ugm-3,20.49123,V ugm-3,16.48335,V ugm-3
26/10/2024,04:00:00,25.70553,V ugm-3,18.19415,V ugm-3,15.45543,V ugm-3
26/10/2024,05:00:00,21.96987,V ugm-3,17.7827,V ugm-3,19.05008,V ugm-3
26/10/2024,06:00:00,35.74779,V ugm-3,21.47352,V ugm-3,24.89095,V ugm-3
26/10/2024,07:00:00,48.52271,V ugm-3,21.96085,V ugm-3,24.93186,V ugm-3
26/10/2024,08:00:00,42.87379,V ugm-3,27.21236,V ugm-3,25.49827,V ugm-3
26/10/2024,09:00:00,46.82494,V ugm-3,33.17931,V ugm-3,24.53204,V ugm-3
26/10/2024,10:00:00,56.83034,V ugm-3,47.36243,V ugm-3,24.32948,V ugm-3
26/10/2024,11:00:00,52.26167,V ugm-3,26.31039,V ugm-3,29.12322,V ugm-3
26/10/2024,12:00:00,44.22219,V ugm-3,15.75936,V ugm-3,27.08785,V ugm-3
26/10/2024,13:00:00,41.86233,V ugm-3,21.78877,V ugm-3,27.29962,V ugm-3
26/10/2024,14:00:00,35.34389,V ugm-3,14.30754,V ugm-3,21.04126,V ugm-3
26/10/2024,15:00:00,31.57906,V ugm-3,14.54435,V ugm-3,13.80746,V ugm-3
26/10/2024,16:00:00,36.06079,V ugm-3,14.87224,V ugm-3,15.91394,V ugm-3
26/10/2024,17:00:00,52.51285,V ugm-3,24.34831,V ugm-3,27.1073,V ugm-3
26/10/2024,18:00:00,67.35752,V ugm-3,21.82603,V ugm-3,44.45744,V ugm-3
26/10/2024,19:00:00,65.09368,V ugm-3,27.1086,V ugm-3,31.31668,V ugm-3
26/10/2024,20:00:00,52.89558,V ugm-3,25.57441,V ugm-3,31.51852,V ugm-3
26/10/2024,21:00:00,39.44279,V ugm-3,16.41581,V ugm-3,12.57842,V ugm-3
26/10/2024,22:00:00,31.9931,V ugm-3,14.49549,V ugm-3,15.14709,V ugm-3
26/10/2024,23:00:00,21.6535,V ugm-3,14.40203,V ugm-3,13.60706,V ugm-3
26/10/2024,24:00:00,13.67493,V ugm-3,14.16812,V ugm-3,13.50486,V ugm-3
27/10/2024,01:00:00,10.04616,V ugm-3,10.16757,V ugm-3,8.35592,V ugm-3
27/10/2024,02:00:00,4.66745,V ugm-3,14.16362,V ugm-3,3.4924,V ugm-3
27/10/2024,03:00:00,4.52398,V ugm-3,8.5159,V ugm-3,2.15691,V ugm-3
27/10/2024,04:00:00,4.23019,V ugm-3,9.1732,V ugm-3,4.10858,V ugm-3
27/10/2024,05:00:00,5.92979,V ugm-3,7.7712,V ugm-3,8.83568,V ugm-3
27/10/2024,06:00:00,21.15357,V ugm-3,12.63988,V ugm-3,13.81839,V ugm-3
27/10/2024,07:00:00,23.31491,V ugm-3,16.09666,V ugm-3,15.00006,V ugm-3
27/10/2024,08:00:00,35.80129,V ugm-3,15.30531,V ugm-3,25.93664,V ugm-3
27/10/2024,09:00:00,23.81981,V ugm-3,23.33974,V ugm-3,21.56591,V ugm-3
27/10/2024,10:00:00,25.48766,V ugm-3,15.67158,V ugm-3,19.8172,V ugm-3
27/10/2024,11:00:00,22.89732,V ugm-3,9.16677,V ugm-3,16.58393,V ugm-3
27/10/2024,12:00:00,24.32303,V ugm-3,8.23129,V ugm-3,17.30147,V ugm-3
27/10/2024,13:00:00,19.36314,V ugm-3,9.26059,V ugm-3,12.27156,V ugm-3
27/10/2024,14:00:00,17.68012,V ugm-3,8.92986,V ugm-3,15.5072,V ugm-3
27/10/2024,15:00:00,24.75696,V ugm-3,13.09841,V ugm-3,16.43388,V ugm-3
27/10/2024,16:00:00,26.99649,V ugm-3,12.86202,V ugm-3,16.07561,V ugm-3
27/10/2024,17:00:00,30.98264,V ugm-3,12.49367,V ugm-3,17.82323,V ugm-3
27/10/2024,18:00:00,29.59474,V ugm-3,11.78972,V ugm-3,19.97995,V ugm-3
27/10/2024,19:00:00,30.45392,V ugm-3,13.56684,V ugm-3,12.37813,V ugm-3
27/10/2024,20:00:00,25.69557,V ugm-3,10.99576,V ugm-3,12.53235,V ugm-3
27/10/2024,21:00:00,23.38783,V ugm-3,9.12394,V ugm-3,7.08779,V ugm-3
27/10/2024,22:00:00,13.23631,V ugm-3,9.50028,V ugm-3,5.28988,V ugm-3
27/10/2024,23:00:00,9.77756,V ugm-3,8.6569,V ugm-3,4.9307,V ugm-3
27/10/2024,24:00:00,14.29352,V ugm-3,7.16055,V ugm-3,2.77297,V ugm-3
28/10/2024,01:00:00,6.09335,V ugm-3,6.6781,V ugm-3,1.98623,V ugm-3
28/10/2024,02:00:00,4.20881,V ugm-3,5.55405,V ugm-3,1.98613,V ugm-3
28/10/2024,03:00:00,4.37429,V ugm-3,5.52306,V ugm-3,2.26017,V ugm-3
28/10/2024,04:00:00,7.72563,V ugm-3,6.03754,V ugm-3,4.7272,V ugm-3
28/10/2024,05:00:00,3.83923,V ugm-3,4.96192,V ugm-3,5.80608,V ugm-3
28/10/2024,06:00:00,14.48579,V ugm-3,5.85126,V ugm-3,11.76699,V ugm-3
28/10/2024,07:00:00,13.23636,V ugm-3,7.34947,V ugm-3,16.80107,V ugm-3
28/10/2024,08:00:00,22.34892,V ugm-3,8.51894,V ugm-3,25.27597,V ugm-3
28/10/2024,09:00:00,23.39639,V ugm-3,9.31179,V ugm-3,19.82715,V ugm-3
28/10/2024,10:00:00,25.36531,V ugm-3,9.26336,V ugm-3,17.00152,V ugm-3
28/10/2024,11:00:00,22.39439,V ugm-3,8.04475,V ugm-3,18.54101,V ugm-3
28/10/2024,12:00:00,17.96532,V ugm-3,9.67975,V ugm-3,16.58535,V ugm-3
28/10/2024,13:00:00,28.29349,V ugm-3,13.42766,V ugm-3,19.77029,V ugm-3
28/10/2024,14:00:00,31.74949,V ugm-3,14.40802,V ugm-3,27.0171,V ugm-3
28/10/2024,15:00:00,25.97294,V ugm-3,13.52027,V ugm-3,22.96101,V ugm-3
28/10/2024,16:00:00,No data,V ugm-3,12.44889,V ugm-3,29.48689,V ugm-3
28/10/2024,17:00:00,37.98914,V ugm-3,19.28635,V ugm-3,38.42602,V ugm-3
28/10/2024,18:00:00,43.74413,V ugm-3,17.87721,V ugm-3,No data,V ugm-3
28/10/2024,19:00:00,46.0089,V ugm-3,20.97084,V ugm-3,38.17435,V ugm-3
28/10/2024,20:00:00,42.83686,V ugm-3,21.53251,V ugm-3,41.20826,V ugm-3
28/10/2024,21:00:00,45.39235,V ugm-3,30.4272,V ugm-3,42.37499,V ugm-3
28/10/2024,22:00:00,28.97329,V ugm-3,20.222,V ugm-3,39.49551,V ugm-3
28/10/2024,23:00:00,24.34115,V ugm-3,11.04683,V ugm-3,31.59968,V ugm-3
28/10/2024,24:00:00,37.41867,V ugm-3,15.25938,V ugm-3,23.99941,V ugm-3
29/10/2024,01:00:00,34.64335,V ugm-3,17.60491,V ugm-3,36.85983,V ugm-3
29/10/2024,02:00:00,6.86383,V ugm-3,17.66281,V ugm-3,27.55574,V ugm-3
29/10/2024,03:00:00,12.24376,V ugm-3,17.04391,V ugm-3,28.22304,V ugm-3
29/10/2024,04:00:00,16.47912,V ugm-3,14.04276,V ugm-3,20.97755,V ugm-3
29/10/2024,05:00:00,10.15506,V ugm-3,7.53956,V ugm-3,16.81189,V ugm-3
29/10/2024,06:00:00,24.0914,V ugm-3,7.63307,V ugm-3,23.08426,V ugm-3
29/10/2024,07:00:00,40.25077,V ugm-3,9.7874,V ugm-3,31.55775,V ugm-3
29/10/2024,08:00:00,40.20983,V ugm-3,13.717,V ugm-3,42.92774,V ugm-3
29/10/2024,09:00:00,36.33841,V ugm-3,21.1045,V ugm-3,39.46805,V ugm-3
29/10/2024,10:00:00,36.91062,V ugm-3,13.75898,V ugm-3,27.75338,V ugm-3
29/10/2024,11:00:00,28.74424,V ugm-3,12.16823,V ugm-3,14.44308,V ugm-3
29/10/2024,12:00:00,32.55686,V ugm-3,9.54177,V ugm-3,14.13389,V ugm-3
29/10/2024,13:00:00,No data,V ugm-3,10.8589,V ugm-3,14.18578,V ugm-3
29/10/2024,14:00:00,No data,V ugm-3,No data,V ugm-3,14.7512,V ugm-3
29/10/2024,15:00:00,No data,V ugm-3,10.76377,V ugm-3,14.13281,V ugm-3
29/10/2024,16:00:00,No data,V ugm-3,11.79545,V ugm-3,22.6144,V ugm-3
29/10/2024,17:00:00,No data,V ugm-3,18.30765,V ugm-3,30.88937,V ugm-3
29/10/2024,18:00:00,No data,V ugm-3,21.44556,V ugm-3,37.00417,V ugm-3
29/10/2024,19:00:00,No data,V ugm-3,20.82955,V ugm-3,39.58048,V ugm-3
29/10/2024,20:00:00,No data,V ugm-3,31.55187,V ugm-3,43.16575,V ugm-3
29/10/2024,21:00:00,No data,V ugm-3,19.66094,V ugm-3,49.25396,V ugm-3
29/10/2024,22:00:00,No data,V ugm-3,13.11233,V ugm-3,44.12699,V ugm-3
29/10/2024,23:00:00,No data,V ugm-3,14.2359,V ugm-3,17.17223,V ugm-3
29/10/2024,24:00:00,No data,V ugm-3,8.6633,V ugm-3,7.24921,V ugm-3
30/10/2024,01:00:00,No data,V ugm-3,6.29476,V ugm-3,5.34927,V ugm-3
30/10/2024,02:00:00,No data,V ugm-3,5.60798,V ugm-3,4.38896,V ugm-3
30/10/2024,03:00:00,No data,V ugm-3,6.5419,V ugm-3,8.07534,V ugm-3
30/10/2024,04:00:00,No data,V ugm-3,6.44837,V ugm-3,10.80099,V ugm-3
30/10/2024,05:00:00,No data,V ugm-3,6.96399,V ugm-3,10.02882,V ugm-3
30/10/2024,06:00:00,No data,V ugm-3,6.68449,V ugm-3,21.08377,V ugm-3
30/10/2024,07:00:00,No data,V ugm-3,9.91082,V ugm-3,26.84075,V ugm-3
30/10/2024,08:00:00,No data,V ugm-3,12.01292,V ugm-3,29.56595,V ugm-3
30/10/2024,09:00:00,No data,V ugm-3,14.53142,V ugm-3,28.94704,V ugm-3
30/10/2024,10:00:00,No data,V ugm-3,13.1293,V ugm-3,21.38968,V ugm-3
30/10/2024,11:00:00,No data,V ugm-3,14.34188,V ugm-3,18.97385,V ugm-3
30/10/2024,12:00:00,No data,V ugm-3,12.28921,V ugm-3,19.07568,V ugm-3
30/10/2024,13:00:00,No data,V ugm-3,16.44594,V ugm-3,21.8011,V ugm-3
30/10/2024,14:00:00,No data,V ugm-3,17.61746,V ugm-3,19.02742,V ugm-3
30/10/2024,15:00:00,No data,V ugm-3,22.0112,V ugm-3,21.9075,V ugm-3
30/10/2024,16:00:00,No data,V ugm-3,22.94339,V ugm-3,25.45442,V ugm-3
30/10/2024,17:00:00,46.20329,V ugm-3,22.57091,V ugm-3,39.32533,V ugm-3
30/10/2024,18:00:00,53.64041,V ugm-3,26.16669,V ugm-3,41.33577,V ugm-3
30/10/2024,19:00:00,49.44607,V ugm-3,26.81707,V ugm-3,41.02758,V ugm-3
30/10/2024,20:00:00,45.64447,V ugm-3,26.39337,V ugm-3,37.53478,V ugm-3
30/10/2024,21:00:00,37.75693,V ugm-3,24.6698,V ugm-3,30.13683,V ugm-3
30/10/2024,22:00:00,34.7976,V ugm-3,23.59698,V ugm-3,26.38376,V ugm-3
30/10/2024,23:00:00,30.21175,V ugm-3,23.27482,V ugm-3,23.81165,V ugm-3
30/10/2024,24:00:00,24.68303,V ugm-3,17.5723,V ugm-3,20.72754,V ugm-3
31/10/2024,01:00:00,14.43805,V ugm-3,16.98371,V ugm-3,15.2998,V ugm-3
31/10/2024,02:00:00,16.49309,V ugm-3,13.24746,V ugm-3,14.95737,V ugm-3
31/10/2024,03:00:00,8.19897,V ugm-3,19.59642,V ugm-3,15.50606,V ugm-3
31/10/2024,04:00:00,5.53085,V ugm-3,10.12336,V ugm-3,9.41618,V ugm-3
31/10/2024,05:00:00,6.22031,V ugm-3,9.28495,V ugm-3,11.78234,V ugm-3
31/10/2024,06:00:00,16.59121,V ugm-3,10.21848,V ugm-3,14.91992,V ugm-3
31/10/2024,07:00:00,25.44237,V ugm-3,10.26286,V ugm-3,28.44442,V ugm-3
31/10/2024,08:00:00,33.35965,V ugm-3,10.63504,V ugm-3,28.44004,V ugm-3
31/10/2024,09:00:00,31.62277,V ugm-3,11.70209,V ugm-3,24.17339,V ugm-3
31/10/2024,10:00:00,32.125,V ugm-3,12.67437,V ugm-3,13.99213,V ugm-3
31/10/2024,11:00:00,31.28065,V ugm-3,15.09715,V ugm-3,17.53875,V ugm-3
31/10/2024,12:00:00,25.22045,V ugm-3,19.43737,V ugm-3,19.85355,V ugm-3
31/10/2024,13:00:00,27.61239,V ugm-3,15.99087,V ugm-3,21.91222,V ugm-3
31/10/2024,14:00:00,23.52937,V ugm-3,11.79544,V ugm-3,20.47198,V ugm-3
31/10/2024,15:00:00,25.45649,V ugm-3,14.59568,V ugm-3,24.79306,V ugm-3
31/10/2024,16:00:00,29.86852,V ugm-3,18.00096,V ugm-3,26.85063,V ugm-3
31/10/2024,17:00:00,33.02054,V ugm-3,23.03463,V ugm-3,30.81444,V ugm-3
31/10/2024,18:00:00,37.66267,V ugm-3,22.33801,V ugm-3,33.80134,V ugm-3
31/10/2024,19:00:00,44.42889,V ugm-3,23.9273,V ugm-3,29.94674,V ugm-3
31/10/2024,20:00:00,52.1516,V ugm-3,18.61181,V ugm-3,25.93528,V ugm-3
31/10/2024,21:00:00,42.55635,V ugm-3,18.66201,V ugm-3,20.42932,V ugm-3
31/10/2024,22:00:00,41.18898,V ugm-3,21.033,V ugm-3,24.1348,V ugm-3
31/10/2024,23:00:00,34.81406,V ugm-3,19.17034,V ugm-3,25.42105,V ugm-3
31/10/2024,24:00:00,44.11111,V ugm-3,19.4497,V ugm-3,23.98028,V ugm-3
01/11/2024,01:00:00,35.40323,V ugm-3,19.17303,V ugm-3,23.81926,V ugm-3
01/11/2024,02:00:00,25.14914,V ugm-3,22.8369,V ugm-3,33.4286,V ugm-3
01/11/2024,03:00:00,20.99434,V ugm-3,17.41263,V ugm-3,25.94573,V ugm-3
01/11/2024,04:00:00,20.5267,V ugm-3,16.58094,V ugm-3,28.09018,V ugm-3
01/11/2024,05:00:00,24.52035,V ugm-3,9.22144,V ugm-3,26.24064,V ugm-3
01/11/2024,06:00:00,30.67694,V ugm-3,9.73413,V ugm-3,28.20711,V ugm-3
01/11/2024,07:00:00,44.53689,V ugm-3,8.85027,V ugm-3,46.17418,V ugm-3
01/11/2024,08:00:00,52.30481,V ugm-3,10.80402,V ugm-3,24.86359,V ugm-3
01/11/2024,09:00:00,61.07588,V ugm-3,12.66631,V ugm-3,23.1144,V ugm-3
01/11/2024,10:00:00,43.91384,V ugm-3,13.07745,V ugm-3,24.14027,V ugm-3
01/11/2024,11:00:00,22.11,V ugm-3,11.44672,V ugm-3,19.35252,V ugm-3
01/11/2024,12:00:00,26.24217,V ugm-3,10.70421,V ugm-3,13.94856,V ugm-3
01/11/2024,13:00:00,29.00487,V ugm-3,13.77756,V ugm-3,14.46396,V ugm-3
01/11/2024,14:00:00,34.73176,V ugm-3,13.87545,V ugm-3,18.83964,V ugm-3
01/11/2024,15:00:00,33.25977,V ugm-3,14.0606,V ugm-3,17.96373,V ugm-3
01/11/2024,16:00:00,31.11257,V ugm-3,14.05136,V ugm-3,19.9716,V ugm-3
01/11/2024,17:00:00,56.59687,V ugm-3,25.23543,V ugm-3,20.07571,V ugm-3
01/11/2024,18:00:00,42.09839,V ugm-3,24.82081,V ugm-3,24.24513,V ugm-3
01/11/2024,19:00:00,45.51983,V ugm-3,22.16574,V ugm-3,41.06841,V ugm-3
01/11/2024,20:00:00,58.17557,V ugm-3,37.15372,V ugm-3,43.06464,V ugm-3
01/11/2024,21:00:00,53.49325,V ugm-3,40.45147,V ugm-3,41.22225,V ugm-3
01/11/2024,22:00:00,55.01596,V ugm-3,45.78526,V ugm-3,41.16991,V ugm-3
01/11/2024,23:00:00,50.17589,V ugm-3,42.97425,V ugm-3,40.39514,V ugm-3
01/11/2024,24:00:00,47.5118,V ugm-3,42.37848,V ugm-3,29.7226,V ugm-3
02/11/2024,01:00:00,37.04041,V ugm-3,39.32392,V ugm-3,30.06098,V ugm-3
02/11/2024,02:00:00,31.61217,V ugm-3,35.75484,V ugm-3,30.06026,V ugm-3
02/11/2024,03:00:00,29.82005,V ugm-3,37.91192,V ugm-3,25.47689,V ugm-3
02/11/2024,04:00:00,29.70214,V ugm-3,36.77437,V ugm-3,26.19626,V ugm-3
02/11/2024,05:00:00,29.21861,V ugm-3,35.97238,V ugm-3,26.97684,V ugm-3
02/11/2024,06:00:00,31.05857,V ugm-3,26.0717,V ugm-3,17.51111,V ugm-3
02/11/2024,07:00:00,17.45708,V ugm-3,12.13377,V ugm-3,6.318,V ugm-3
02/11/2024,08:00:00,20.10032,V ugm-3,12.83156,V ugm-3,6.3863,V ugm-3
02/11/2024,09:00:00,33.41121,V ugm-3,15.80221,V ugm-3,5.51066,V ugm-3
02/11/2024,10:00:00,27.17366,V ugm-3,24.05101,V ugm-3,6.69514,V ugm-3
02/11/2024,11:00:00,40.94245,V ugm-3,26.6949,V ugm-3,8.34306,V ugm-3
02/11/2024,12:00:00,33.43981,V ugm-3,28.78052,V ugm-3,10.04274,V ugm-3
02/11/2024,13:00:00,31.44276,V ugm-3,21.35768,V ugm-3,14.78007,V ugm-3
02/11/2024,14:00:00,29.71532,V ugm-3,21.45224,V ugm-3,13.08114,V ugm-3
02/11/2024,15:00:00,33.07772,V ugm-3,23.50755,V ugm-3,14.52323,V ugm-3
02/11/2024,16:00:00,36.71587,V ugm-3,23.69135,V ugm-3,14.21479,V ugm-3
02/11/2024,17:00:00,50.10476,V ugm-3,22.95118,V ugm-3,19.72583,V ugm-3
02/11/2024,18:00:00,52.96377,V ugm-3,25.93028,V ugm-3,24.87555,V ugm-3
02/11/2024,19:00:00,43.15657,V ugm-3,37.8215,V ugm-3,25.54548,V ugm-3
02/11/2024,20:00:00,47.43923,V ugm-3,34.40024,V ugm-3,23.63971,V ugm-3
02/11/2024,21:00:00,38.15605,V ugm-3,33.06391,V ugm-3,22.24934,V ugm-3
02/11/2024,22:00:00,35.5039,V ugm-3,29.17447,V ugm-3,14.98741,V ugm-3
02/11/2024,23:00:00,36.77437,V ugm-3,29.11866,V ugm-3,13.8545,V ugm-3
02/11/2024,24:00:00,27.09957,V ugm-3,24.00984,V ugm-3,11.33088,V ugm-3
03/11/2024,01:00:00,30.26,V ugm-3,26.01057,V ugm-3,9.75565,V ugm-3
03/11/2024,02:00:00,22.25539,V ugm-3,24.52524,V ugm-3,6.59537,V ugm-3
03/11/2024,03:00:00,14.71841,V ugm-3,17.51835,V ugm-3,6.08008,V ugm-3
03/11/2024,04:00:00,10.19168,V ugm-3,13.40044,V ugm-3,4.58584,V ugm-3
03/11/2024,05:00:00,8.64067,V ugm-3,10.67064,V ugm-3,5.2556,V ugm-3
03/11/2024,06:00:00,15.31192,V ugm-3,9.60528,V ugm-3,8.14109,V ugm-3
03/11/2024,07:00:00,15.50671,V ugm-3,8.44656,V ugm-3,6.23458,V ugm-3
03/11/2024,08:00:00,15.88956,V ugm-3,8.07398,V ugm-3,7.41972,V ugm-3
03/11/2024,09:00:00,25.74673,V ugm-3,9.69421,V ugm-3,9.58386,V ugm-3
03/11/2024,10:00:00,19.44385,V ugm-3,10.48648,V ugm-3,10.51066,V ugm-3
03/11/2024,11:00:00,22.52783,V ugm-3,17.39169,V ugm-3,6.13141,V ugm-3
03/11/2024,12:00:00,20.35866,V ugm-3,17.29322,V ugm-3,9.32543,V ugm-3
03/11/2024,13:00:00,28.15895,V ugm-3,22.02162,V ugm-3,9.99581,V ugm-3
03/11/2024,14:00:00,25.22911,V ugm-3,19.05936,V ugm-3,11.59287,V ugm-3
03/11/2024,15:00:00,25.19876,V ugm-3,18.50824,V ugm-3,10.20201,V ugm-3
03/11/2024,16:00:00,29.1417,V ugm-3,28.24802,V ugm-3,9.48073,V ugm-3
03/11/2024,17:00:00,49.21878,V ugm-3,25.01284,V ugm-3,16.43683,V ugm-3
03/11/2024,18:00:00,38.11136,V ugm-3,31.60961,V ugm-3,26.12359,V ugm-3
03/11/2024,19:00:00,36.93571,V ugm-3,25.29649,V ugm-3,25.71165,V ugm-3
03/11/2024,20:00:00,39.7625,V ugm-3,20.97858,V ugm-3,15.561,V ugm-3
03/11/2024,21:00:00,38.46742,V ugm-3,16.75198,V ugm-3,15.09722,V ugm-3
03/11/2024,22:00:00,47.62875,V ugm-3,23.06731,V ugm-3,20.9712,V ugm-3
03/11/2024,23:00:00,45.13774,V ugm-3,31.37289,V ugm-3,17.36439,V ugm-3
03/11/2024,24:00:00,40.34178,V ugm-3,26.36407,V ugm-3,13.65443,V ugm-3
04/11/2024,01:00:00,24.00667,V ugm-3,18.65507,V ugm-3,6.52949,V ugm-3
04/11/2024,02:00:00,11.6418,V ugm-3,9.45055,V ugm-3,6.04837,V ugm-3
04/11/2024,03:00:00,10.96453,V ugm-3,8.70912,V ugm-3,6.70132,V ugm-3
04/11/2024,04:00:00,11.73003,V ugm-3,6.90255,V ugm-3,3.55686,V ugm-3
04/11/2024,05:00:00,19.12497,V ugm-3,7.36611,V ugm-3,3.86615,V ugm-3
04/11/2024,06:00:00,17.34102,V ugm-3,17.46575,V ugm-3,7.7323,V ugm-3
04/11/2024,07:00:00,46.76615,V ugm-3,28.86154,V ugm-3,13.24801,V ugm-3
04/11/2024,08:00:00,41.9269,V ugm-3,34.78204,V ugm-3,19.27922,V ugm-3
04/11/2024,09:00:00,55.74796,V ugm-3,44.41629,V ugm-3,24.27944,V ugm-3
04/11/2024,10:00:00,58.24821,V ugm-3,45.12805,V ugm-3,33.91918,V ugm-3
04/11/2024,11:00:00,66.49477,V ugm-3,42.53591,V ugm-3,40.56944,V ugm-3
04/11/2024,12:00:00,54.17308,V ugm-3,35.73749,V ugm-3,24.84664,V ugm-3
04/11/2024,13:00:00,40.77737,V ugm-3,25.64459,V ugm-3,17.93906,V ugm-3
04/11/2024,14:00:00,40.83479,V ugm-3,27.21272,V ugm-3,14.53678,V ugm-3
04/11/2024,15:00:00,37.86586,V ugm-3,36.23276,V ugm-3,16.39253,V ugm-3
04/11/2024,16:00:00,41.02419,V ugm-3,32.46221,V ugm-3,18.14519,V ugm-3
04/11/2024,17:00:00,44.12818,V ugm-3,32.09334,V ugm-3,26.18679,V ugm-3
04/11/2024,18:00:00,44.39636,V ugm-3,35.00481,V ugm-3,35.62036,V ugm-3
04/11/2024,19:00:00,43.83418,V ugm-3,32.00235,V ugm-3,39.9506,V ugm-3
04/11/2024,20:00:00,41.17014,V ugm-3,32.09452,V ugm-3,33.09434,V ugm-3
04/11/2024,21:00:00,37.44262,V ugm-3,24.26333,V ugm-3,22.47519,V ugm-3
